Manga ID,Manga URL,English Title,Synonims Titles,Japanese Title,Type,Volumes,Chapters,Status,Published,Published Dates,Genres,Author,Serialization,Score,Ranked,Popularity,Members,Favorites,Score Voted By
192,https://myanimelist.net/manga/43915/Feng_Shen_Ji_II,Unknown,The Legend and the Hero II,封神紀Ⅱ,Manhua,Unknown,64,Finished,2011 to 2012,"{'from': '2011-00-00', 'to': '2012-00-00'}","['Action', 'Fantasy', 'Historical', 'Martial', 'Martial', 'Supernatural']","['Tang, Chi Fai (Art)', ' Zheng, Jian He (Story)', ' Cheng, Kin Wo (Art)']",None,8.37,194,1095,10121,152,5478
193,https://myanimelist.net/manga/44711/Feng_Shen_Ji_III,Unknown,"The Legend and the Hero III, Chronicles of the God's Order III",封神纪III,Manhua,Unknown,80,Finished,2012 to 2014,"{'from': '2012-00-00', 'to': '2014-00-00'}","['Action', 'Fantasy', 'Historical', 'Martial', 'Martial', 'Supernatural', 'Seinen']","['Tang, Chi Fai (Art)', ' Zheng, Jian He (Story)', ' Cheng, Kin Wo (Art)']",None,8.37,195,1421,7972,113,3956
194,https://myanimelist.net/manga/47022/Sakamichi_no_Apollon__Bonus_Track,Unknown,Kids on the Slope: Bonus Track,坂道のアポロン BONUS TRACK,Manga,1,5,Finished,"Mar  28, 2012 to Jul  28, 2012","{'from': '2012-03-28', 'to': '2012-07-28'}","['Drama', 'Historical', 'Music', 'Romance', 'Slice', 'Slice', 'Josei']","['Kodama, Yuki (Story & Art)']",Flowers (Monthly),8.37,195,2647,4424,28,2338
195,https://myanimelist.net/manga/85/Azumanga_Daioh,Azumanga Daioh,Unknown,あずまんが大王,Manga,4,69,Finished,"Jan  18, 1999 to Mar  21, 2002","{'from': '1999-01-18', 'to': '2002-03-21'}","['Comedy', 'School', 'Slice', 'Slice']","['Azuma, Kiyohiko (Story & Art)']",Dengeki Daioh,8.37,190,233,36066,2771,19056
196,https://myanimelist.net/manga/895/Full_Metal_Panic_Sigma,Full Metal Panic! Sigma,Unknown,フルメタル・パニック! Σ,Manga,19,90,Finished,"Apr  9, 2005 to Sep  9, 2013","{'from': '2005-04-09', 'to': '2013-09-09'}","['Action', 'Mecha', 'Romance', 'Shounen', 'Military']","['Gatoh, Shoji (Story)', ' Ueda, Hiroshi (Art)']",Dragon Age,8.37,191,1191,9357,438,4305
197,https://myanimelist.net/manga/7458/Death_Note_Another_Note__Los_Angeles_BB_Renzoku_Satsujin_Jiken,Death Note Another Note: The Los Angeles BB Murder Cases,Unknown,DEATH NOTE アナザーノート ロサンゼルスBB連続殺人事件,Novel,1,7,Finished,"Aug 1, 2006",{'from': '2006-08-01'},['Mystery'],"['Obata, Takeshi (Art)', ' NISIO, ISIN (Story)']",None,8.37,192,372,25265,864,12353
198,https://myanimelist.net/manga/79/Sora_wa_Akai_Kawa_no_Hotori,Red River,"Anatolia Story, Heaven by the Red River, Orontes Renka, Orontes Love Song, Where the Sky and the Red River meet",天は赤い河のほとり,Manga,28,96,Finished,"Jan  5, 1995 to Jun  5, 2002","{'from': '1995-01-05', 'to': '2002-06-05'}","['Action', 'Adventure', 'Drama', 'Fantasy', 'Historical', 'Romance', 'Shoujo', 'Supernatural']","['Shinohara, Chie (Story & Art)']",Sho-Comi,8.36,199,555,17667,1227,7670
199,https://myanimelist.net/manga/481/Planetes,Planetes,Unknown,プラネテス ΠΛΑΝΗΤΕΣ,Manga,4,27,Finished,"Jan  14, 1999 to Jan  8, 2004","{'from': '1999-01-14', 'to': '2004-01-08'}","['Drama', 'Sci', 'Sci', 'Space', 'Slice', 'Slice', 'Psychological', 'Seinen']","['Yukimura, Makoto (Story & Art)']",Morning,8.36,200,335,27689,1395,9801
200,https://myanimelist.net/manga/762/Tokyo_Crazy_Paradise,Unknown,Unknown,東京クレイジーパラダイス,Manga,19,111,Finished,"Dec  25, 1996 to Apr  25, 2002","{'from': '1996-12-25', 'to': '2002-04-25'}","['Action', 'Comedy', 'Drama', 'Romance', 'Shoujo', 'Gender', 'Gender']","['Nakamura, Yoshiki (Story & Art)']",Hana to Yume,8.36,201,696,14691,749,6400
201,https://myanimelist.net/manga/3573/Tobaku_Hakairoku_Kaiji,Unknown,Gambling Heathen Kaiji,賭博破戒録カイジ,Manga,13,134,Finished,Nov 2000 to Apr 2004,"{'from': '2000-11-00', 'to': '2004-04-00'}","['Drama', 'Game']","['Fukumoto, Nobuyuki (Story & Art)']",Young Magazine (Weekly),8.36,202,1883,6147,152,2624
202,https://myanimelist.net/manga/11054/Billy_Bat,Unknown,Unknown,BILLY BAT,Manga,20,165,Finished,"Oct  16, 2008 to Aug  18, 2016","{'from': '2008-10-16', 'to': '2016-08-18'}","['Mystery', 'Drama', 'Historical', 'Supernatural', 'Police', 'Psychological', 'Seinen']","['Urasawa, Naoki (Story & Art)', ' Nagasaki, Takashi (Story)']",Morning,8.36,203,380,24826,901,7455
203,https://myanimelist.net/manga/111211/Cheese_in_the_Trap_Season_4,Unknown,Unknown,치즈인더트랩 시즌4,Manhwa,7,29,Finished,"Sep  2, 2015 to Mar  29, 2017","{'from': '2015-09-02', 'to': '2017-03-29'}","['Comedy', 'Mystery', 'Romance', 'School', 'Slice', 'Slice']",['Soonkki (Story & Art)'],Naver Webtoon,8.36,204,3438,3370,73,1423
204,https://myanimelist.net/manga/33031/Imawa_no_Kuni_no_Alice,Alice in Borderland,Unknown,今際の国のアリス,Manga,18,87,Finished,"Nov  25, 2010 to Mar  2, 2016","{'from': '2010-11-25', 'to': '2016-03-02'}","['Action', 'Horror', 'Shounen', 'Supernatural', 'Psychological']","['Aso, Haro (Story & Art)']",Shounen Sunday Super,8.36,205,439,21172,1109,8104
205,https://myanimelist.net/manga/29983/Noblesse,Noblesse,Unknown,노블레스,Manhwa,Unknown,Unknown,Finished,"Dec  30, 2007 to Jan  7, 2019","{'from': '2007-12-30', 'to': '2019-01-07'}","['Action', 'Adventure', 'Comedy', 'School', 'Supernatural']","['Son, Jae-Ho (Story)', ' Lee, Gwang-Su (Art)']",Naver Webtoon,8.35,206,82,72647,4770,28947
206,https://myanimelist.net/manga/267/Hellsing,Hellsing,"Hellsing Cross Fire, Crossfire",ヘルシング,Manga,10,92,Finished,"1997 to Sep  30, 2008","{'from': '1997-00-00', 'to': '2008-09-30'}","['Action', 'Historical', 'Horror', 'Vampire', 'Supernatural', 'Seinen']","['Hirano, Kouta (Story & Art)']",Young King OURs,8.35,207,111,62888,5349,32710
207,https://myanimelist.net/manga/320/Gakuen_Alice,Gakuen Alice,Alice Academy,学園アリス,Manga,31,183,Finished,"Sep  5, 2002 to Jun  20, 2013","{'from': '2002-09-05', 'to': '2013-06-20'}","['Comedy', 'Drama', 'School', 'Shoujo', 'Super', 'Super']","['Higuchi, Tachibana (Story & Art)']",Hana to Yume,8.35,208,265,33396,3187,17010
208,https://myanimelist.net/manga/443/Mars,Mars,Unknown,MARS,Manga,15,59,Finished,"Jan  13, 1996 to Nov  13, 2000","{'from': '1996-01-13', 'to': '2000-11-13'}","['Drama', 'Romance', 'Shoujo', 'Slice', 'Slice', 'Psychological']","['Souryo, Fuyumi (Story & Art)']",Bessatsu Friend,8.35,209,391,23708,1646,12021
209,https://myanimelist.net/manga/838/Angel_Densetsu,Unknown,Legend of Angel,エンジェル伝説,Manga,15,89,Finished,"May  7, 1992 to Feb  5, 2000","{'from': '1992-05-07', 'to': '2000-02-05'}","['Action', 'Comedy', 'Martial', 'Martial', 'Romance', 'School', 'Shounen']","['Yagi, Norihiro (Story & Art)']",Shounen Jump (Monthly),8.35,210,219,37756,1835,18017
210,https://myanimelist.net/manga/869/Konjiki_no_Gash,Zatch Bell!,Konjiki no Gash Bell!!,金色のガッシュ!!,Manga,33,323,Finished,"Jan  10, 2001 to Dec  26, 2007","{'from': '2001-01-10', 'to': '2007-12-26'}","['Action', 'Adventure', 'Comedy', 'Magic', 'Shounen', 'Supernatural']","['Raiku, Makoto (Story & Art)']",Shounen Sunday,8.35,211,473,20040,1585,9607
211,https://myanimelist.net/manga/1009/Hachimitsu_to_Clover,Honey and Clover,"HachiKuro, Honey & Clover, Sora no Kotori, Hoshi no Opera, HoneyClo",ハチミツとクローバー,Manga,10,71,Finished,"Apr  24, 2000 to Jul  28, 2006","{'from': '2000-04-24', 'to': '2006-07-28'}","['Comedy', 'Drama', 'Romance', 'Slice', 'Slice', 'Josei']","['Umino, Chika (Story & Art)']",Young You,8.35,212,612,16291,893,4968
212,https://myanimelist.net/manga/1013/Touch,Unknown,Unknown,タッチ,Manga,26,257,Finished,"Aug  5, 1981 to Nov  12, 1986","{'from': '1981-08-05', 'to': '1986-11-12'}","['Comedy', 'Drama', 'Romance', 'School', 'Shounen', 'Sports']","['Adachi, Mitsuru (Story & Art)']",Shounen Sunday,8.35,213,1369,8222,333,3600
213,https://myanimelist.net/manga/1097/Saiyuuki_Gaiden,Unknown,Saiyuki Gaiden,最遊記外伝,Manga,4,35,Finished,"May  18, 1999 to May  16, 2009","{'from': '1999-05-18', 'to': '2009-05-16'}","['Action', 'Adventure', 'Fantasy']","['Minekura, Kazuya (Story & Art)']",GFantasy,8.35,214,1380,8184,266,2522
214,https://myanimelist.net/manga/7149/Toradora,Toradora!,Unknown,とらドラ!,Novel,10,62,Finished,"Mar  10, 2006 to Mar  10, 2009","{'from': '2006-03-10', 'to': '2009-03-10'}","['Comedy', 'Romance', 'School', 'Slice', 'Slice']","['Takemiya, Yuyuko (Story)', ' Yasu (Art)']",None,8.35,215,519,18715,682,5461
215,https://myanimelist.net/manga/12471/Daichouhen_Doraemon,Unknown,"Doraemon Long Stories, The Adventure of Doraemon",大長編ドラえもん,Manga,24,126,Finished,Jan 1980 to Mar 2004,"{'from': '1980-01-00', 'to': '2004-03-00'}","['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Sci', 'Sci', 'Shounen', 'Slice', 'Slice']","['Fujiko, Fujio F. (Story & Art)']",CoroCoro Comic,8.35,216,4929,2295,74,1253
216,https://myanimelist.net/manga/70399/Seishun_Buta_Yarou_Series,Unknown,Unknown,青春ブタ野郎シリーズ,Novel,Unknown,Unknown,Publishing,"Apr  10, 2014 to ?","{'from': '2014-04-10', 'to': 'Unknown'}","['Comedy', 'Romance', 'School']","['Kamoshida, Hajime (Story)', ' Mizoguchi, Keiji (Art)']",None,8.35,217,1230,8999,221,1311
217,https://myanimelist.net/manga/85781/Dungeon_Meshi,Delicious in Dungeon,Dungeon Food,ダンジョン飯,Manga,Unknown,Unknown,Publishing,"Feb  15, 2014 to ?","{'from': '2014-02-15', 'to': 'Unknown'}","['Comedy', 'Fantasy', 'Seinen']","['Kui, Ryoko (Story & Art)']",Harta,8.34,218,351,26655,1205,7060
218,https://myanimelist.net/manga/86119/Honzuki_no_Gekokujou__Shisho_ni_Naru_Tame_ni_wa_Shudan_wo_Erandeiraremasen,Unknown,Unknown,本好きの下剋上 ～司書になるためには手段を選んでいられません～,Novel,Unknown,Unknown,Publishing,"Jan  25, 2015 to ?","{'from': '2015-01-25', 'to': 'Unknown'}",['Fantasy'],"['Shiina, You (Art)', ' Kazuki, Miya (Story)']",None,8.34,219,3013,3870,136,1149
219,https://myanimelist.net/manga/128/Petshop_of_Horrors,Pet Shop of Horrors,Unknown,Petshop of Horrors (ペットショップ オブ ホラーズ),Manga,10,41,Finished,1995 to 1998,"{'from': '1995-00-00', 'to': '1998-00-00'}","['Comedy', 'Mystery', 'Fantasy', 'Horror', 'Supernatural', 'Josei']","['Akino, Matsuri (Story & Art)']",Horror M,8.34,220,470,20158,1343,7756
220,https://myanimelist.net/manga/583/Claymore,Claymore,Unknown,CLAYMORE [クレイモア],Manga,27,159,Finished,"May  6, 2001 to Oct  4, 2014","{'from': '2001-05-06', 'to': '2014-10-04'}","['Action', 'Adventure', 'Fantasy', 'Horror', 'Shounen']","['Yagi, Norihiro (Story & Art)']",Jump SQ.,8.34,221,34,114739,10819,56807
221,https://myanimelist.net/manga/585/Hourou_Musuko,Wandering Son,The Transient Son,放浪息子,Manga,15,123,Finished,"Nov  12, 2002 to Jul  12, 2013","{'from': '2002-11-12', 'to': '2013-07-12'}","['Drama', 'Romance', 'School', 'Slice', 'Slice', 'Seinen', 'Gender', 'Gender']","['Shimura, Takako (Story & Art)']",Comic Beam,8.34,222,460,20467,1174,6838
222,https://myanimelist.net/manga/660/Versailles_no_Bara,Rose of Versailles,"Berusaiyu no Bara, Lady Oscar",ベルサイユのばら,Manga,10,82,Finished,1972 to 1973,"{'from': '1972-00-00', 'to': '1973-00-00'}","['Drama', 'Historical', 'Romance', 'Shoujo', 'Military']","['Ikeda, Riyoko (Story & Art)']",Margaret,8.34,223,1237,8948,500,2829
223,https://myanimelist.net/manga/1111/Buddha,Buddha,Unknown,ブッダ,Manga,14,66,Finished,Sep 1972 to Nov 1983,"{'from': '1972-09-00', 'to': '1983-11-00'}","['Drama', 'Historical', 'Supernatural']","['Tezuka, Osamu (Story & Art)']",Kibou no Tomo,8.34,224,1209,9231,338,2622
224,https://myanimelist.net/manga/1262/Higurashi_no_Naku_Koro_ni_Kai__Meakashi-hen,Higurashi WHEN THEY CRY: Eye Opening Arc,"Higurashi no Naku Koro ni Kai Meakashihen, When They Cry Eye Opening Chapter",ひぐらしのなく頃に解 目明し編,Manga,4,21,Finished,"Jan  27, 2007 to Jun  21, 2008","{'from': '2007-01-27', 'to': '2008-06-21'}","['Mystery', 'Drama', 'Horror', 'Psychological']","['Houjou, Yutori (Art)', ' Ryukishi07 (Story)']",None,8.34,225,1123,9871,253,3765
225,https://myanimelist.net/manga/1600/Black_Jack,Black Jack,Unknown,ブラック・ジャック,Manga,25,243,Finished,"Nov  19, 1973 to Oct  14, 1983","{'from': '1973-11-19', 'to': '1983-10-14'}","['Drama', 'Shounen']","['Tezuka, Osamu (Story & Art)']",Shounen Champion,8.34,226,740,14001,723,4178
226,https://myanimelist.net/manga/3082/Nichijou,Nichijou,"Everyday, My Ordinary Life",日常,Manga,10,210,Finished,"Jun  26, 2006 to Oct  26, 2015","{'from': '2006-06-26', 'to': '2015-10-26'}","['Comedy', 'School', 'Shounen']","['Arawi, Keiichi (Story & Art)']",Shounen Ace,8.34,227,493,19388,1154,6111
227,https://myanimelist.net/manga/3575/Saikyou_Densetsu_Kurosawa,Unknown,"Legend of the Strongest Man Kurosawa, The Legend of a Strongest Man",最強伝説黒沢,Manga,11,90,Finished,Jan 2003 to Sep 2006,"{'from': '2003-01-00', 'to': '2006-09-00'}","['Action', 'Comedy', 'Drama', 'Psychological', 'Seinen']","['Fukumoto, Nobuyuki (Story & Art)']",Big Comic Original,8.34,228,829,12698,875,4532
228,https://myanimelist.net/manga/16922/Gakuen_Babysitters,Unknown,School Babysitters,学園ベビーシッターズ,Manga,Unknown,Unknown,Publishing,"Sep  24, 2009 to ?","{'from': '2009-09-24', 'to': 'Unknown'}","['Comedy', 'School', 'Shoujo', 'Slice', 'Slice']","['Tokeino, Hari (Story & Art)']",LaLa,8.34,229,628,16026,561,5254
229,https://myanimelist.net/manga/21499/Umineko_no_Naku_Koro_ni_Chiru_-_Episode_6__Dawn_of_the_Golden_Witch,Umineko WHEN THEY CRY Episode 6: Dawn of the Golden Witch,When Seagulls Cry Episode 6: Dawn of the Golden Witch,うみねこのなく頃に散 Episode 6: Dawn of the Golden Witch,Manga,6,26,Finished,"Nov  18, 2010 to Nov  17, 2012","{'from': '2010-11-18', 'to': '2012-11-17'}","['Mystery', 'Drama', 'Horror', 'Magic', 'Shounen', 'Supernatural']","['Ryukishi07 (Story)', ' Momoyama, Hinase (Art)']",GFantasy,8.34,230,1880,6149,123,2530
230,https://myanimelist.net/manga/35171/Cant_See_Cant_Hear_But_Love,"See, Hear, Love",Unknown,보지 못하고 듣지 못하고 사랑해,Manhwa,6,83,Finished,"Oct  18, 2010 to Aug  22, 2011","{'from': '2010-10-18', 'to': '2011-08-22'}","['Comedy', 'Drama', 'Romance', 'Slice', 'Slice', 'Seinen']","['Go, Yeong-Hun (Story & Art)']",Daum Webtoon,8.34,231,689,14783,365,4791
231,https://myanimelist.net/manga/43921/Sword_Art_Online__Progressive,Sword Art Online: Progressive,"SAO Progressive, Aria in the Starless Night, Hoshinaki Yoru no Aria",ソードアート・オンライン プログレッシブ,Novel,Unknown,Unknown,Publishing,"Oct  10, 2012 to ?","{'from': '2012-10-10', 'to': 'Unknown'}","['Action', 'Adventure', 'Fantasy', 'Game', 'Romance', 'Sci', 'Sci']","['BUNBUN (Art)', ' Kawahara, Reki (Story)']",Dengeki Bunko Magazine,8.34,232,728,14145,518,4323
232,https://myanimelist.net/manga/25096/Gin_no_Saji,Silver Spoon,Unknown,銀の匙 Silver Spoon,Manga,15,131,Finished,"Apr  6, 2011 to Nov  27, 2019","{'from': '2011-04-06', 'to': '2019-11-27'}","['Comedy', 'Drama', 'School', 'Shounen']","['Arakawa, Hiromu (Story & Art)']",Shounen Sunday,8.33,233,357,26427,1159,9667
233,https://myanimelist.net/manga/26736/Taiyou_no_Ie,House of the Sun,Unknown,たいようのいえ,Manga,13,53,Finished,"Apr  24, 2010 to May  23, 2015","{'from': '2010-04-24', 'to': '2015-05-23'}","['Romance', 'Shoujo', 'Slice', 'Slice']",['Taamo (Story & Art)'],Dessert,8.33,234,99,67127,3148,28753
234,https://myanimelist.net/manga/34127/Mahouka_Koukou_no_Rettousei,The Irregular at Magic High School,Unknown,魔法科高校の劣等生,Novel,Unknown,Unknown,Publishing,"Jul  8, 2011 to ?","{'from': '2011-07-08', 'to': 'Unknown'}","['Action', 'Magic', 'Romance', 'School', 'Sci', 'Sci', 'Supernatural']","['Satou, Tsutomu (Story)', ' Ishida, Kana (Art)']",None,8.33,235,433,21497,1222,6488
235,https://myanimelist.net/manga/9/Tsubasa__RESERVoir_CHRoNiCLE,Tsubasa: RESERVoir CHRoNiCLE,TRC,ツバサ -RESERVoir CHRoNiCLE-,Manga,28,233,Finished,"May  21, 2003 to Oct  7, 2009","{'from': '2003-05-21', 'to': '2009-10-07'}","['Action', 'Adventure', 'Drama', 'Fantasy', 'Shounen']",['CLAMP (Story & Art)'],Shounen Magazine (Weekly),8.33,236,104,64751,6262,32871
236,https://myanimelist.net/manga/57/Hanazakari_no_Kimitachi_e,Hana-Kimi: For You in Full Blossom,"HanaKimi, The Thirsty Moon, The Cage of Summer, Natsu no Ori, Kawaki no Tsuki",花ざかりの君たちへ,Manga,23,148,Finished,"Aug  20, 1996 to Aug  20, 2004","{'from': '1996-08-20', 'to': '2004-08-20'}","['Comedy', 'Drama', 'Romance', 'School', 'Shoujo', 'Harem', 'Gender', 'Gender']","['Nakajo, Hisaya (Story & Art)']",Hana to Yume,8.33,237,296,30438,2035,15513
237,https://myanimelist.net/manga/1263/Higurashi_no_Naku_Koro_ni_Kai__Tsumihoroboshi-hen,Higurashi WHEN THEY CRY: Atonement Arc,Higurashi no Naku Koro ni Kai Tsumihoroboshihen,ひぐらしのなく頃に解 罪滅し編,Manga,4,16,Finished,"Jun  22, 2006 to Apr  22, 2008","{'from': '2006-06-22', 'to': '2008-04-22'}","['Mystery', 'Drama', 'Horror', 'Psychological']","['Suzuragi, Karin (Art)', ' Ryukishi07 (Story)']",Gangan Powered,8.33,238,1388,8137,157,3025
238,https://myanimelist.net/manga/14790/Magi,Magi: The Labyrinth of Magic,Unknown,マギ,Manga,37,369,Finished,"Jun  3, 2009 to Oct  11, 2017","{'from': '2009-06-03', 'to': '2017-10-11'}","['Adventure', 'Fantasy', 'Magic', 'Shounen']","['Ohtaka, Shinobu (Story & Art)']",Shounen Sunday,8.33,239,45,101111,8435,46202
239,https://myanimelist.net/manga/95012/Kumo_desu_ga_Nani_ka,"So I'm a Spider, So What?",Unknown,蜘蛛ですが、なにか？,Novel,Unknown,Unknown,Publishing,"Dec  10, 2015 to ?","{'from': '2015-12-10', 'to': 'Unknown'}","['Adventure', 'Comedy', 'Fantasy']","['Kiryuu, Tsukasa (Art)', ' Baba, Okina (Story)']",None,8.33,240,1424,7951,467,2469
240,https://myanimelist.net/manga/107875/Cheese_in_the_Trap_Season_3,Cheese in the Trap Season 3,Unknown,치즈인더트랩 시즌3,Manhwa,12,37,Finished,"Jan  9, 2013 to Aug  26, 2015","{'from': '2013-01-09', 'to': '2015-08-26'}","['Comedy', 'Mystery', 'Romance', 'School', 'Slice', 'Slice']",['Soonkki (Story & Art)'],Naver Webtoon,8.33,241,2833,4130,61,1993
241,https://myanimelist.net/manga/90531/Naruto_Shinden_Series,Naruto: Itachi's Story,"Naruto True Legend, Itachi Shinden, Sasuke's Story, Koumyou-hen, Book of Bright Light, Daylight, Anya-hen, Book of Dark Night, Midnight, Raikou-hen, Book of Sunrise, Naruto: Itachi's Story",NARUTO -ナルト- 真伝シリーズ,Novel,3,11,Finished,"Sep  4, 2015 to Nov  4, 2015","{'from': '2015-09-04', 'to': '2015-11-04'}","['Action', 'Adventure', 'Martial', 'Martial', 'Shounen', 'Super', 'Super']","['Kishimoto, Masashi (Art)', ' Yano, Takashi (Story)', ' Towada, Shin (Story)']",None,8.32,242,2390,4896,175,1531
242,https://myanimelist.net/manga/98380/Bungou_Stray_Dogs,Unknown,Unknown,文豪ストレイドッグ,Novel,Unknown,Unknown,Publishing,"Apr  1, 2014 to ?","{'from': '2014-04-01', 'to': 'Unknown'}","['Mystery', 'Supernatural']","['Asagiri, Kafka (Story)', ' Harukawa35 (Art)']",None,8.32,243,2900,4029,635,855
243,https://myanimelist.net/manga/98436/Youjo_Senki,The Saga of Tanya the Evil,The Military Chronicles of a Little Girl,幼女戦記,Manga,Unknown,Unknown,Publishing,"Apr  26, 2016 to ?","{'from': '2016-04-26', 'to': 'Unknown'}","['Magic', 'Military']","['Toujou, Chika (Art)', ' Zen, Carlo (Story)']",Comp Ace,8.32,244,914,11780,442,3183
244,https://myanimelist.net/manga/18/Kodomo_no_Omocha,Kodocha: Sana's Stage,Child's Toy,こどものおもちゃ,Manga,10,54,Finished,"Jul  2, 1994 to Oct  3, 1998","{'from': '1994-07-02', 'to': '1998-10-03'}","['Comedy', 'Drama', 'Romance', 'School', 'Shoujo', 'Slice', 'Slice']","['Obana, Miho (Story & Art)']",Ribon Magazine,8.32,245,621,16099,995,8303
245,https://myanimelist.net/manga/149/Blame,Blame!,Unknown,BLAME!,Manga,10,66,Finished,"Nov  25, 1996 to Jul  25, 2003","{'from': '1996-11-25', 'to': '2003-07-25'}","['Action', 'Drama', 'Horror', 'Sci', 'Sci', 'Psychological', 'Seinen']","['Nihei, Tsutomu (Story & Art)']",Afternoon,8.32,246,84,71426,5165,22735
246,https://myanimelist.net/manga/731/Eden__Its_an_Endless_World,Eden: It's an Endless World!,Unknown,EDEN ～It's an Endless World!～,Manga,18,127,Finished,"Sep  25, 1997 to Jun  25, 2008","{'from': '1997-09-25', 'to': '2008-06-25'}","['Action', 'Drama', 'Sci', 'Sci', 'Psychological', 'Seinen']","['Endo, Hiroki (Story & Art)']",Afternoon,8.32,247,260,33636,1631,9280
247,https://myanimelist.net/manga/1208/Silver_Diamond,Silver Diamond,Unknown,SILVER DIAMOND -シルバー ダイヤモンド-,Manga,27,82,Finished,"Aug  20, 2003 to May  20, 2012","{'from': '2003-08-20', 'to': '2012-05-20'}","['Adventure', 'Fantasy', 'Shoujo', 'Shounen', 'Shounen']","['Sugiura, Shiho (Story & Art)']",Ichiraci,8.32,248,1692,6725,302,2389
248,https://myanimelist.net/manga/9548/Higurashi_no_Naku_Koro_ni_Kai__Minagoroshi-hen,Higurashi WHEN THEY CRY: Massacre Arc,Unknown,ひぐらしのなく頃に解 皆殺し編,Manga,6,25,Finished,"Jun  18, 2008 to Jun  18, 2010","{'from': '2008-06-18', 'to': '2010-06-18'}","['Mystery', 'Drama', 'Horror', 'Psychological']","['Ryukishi07 (Story)', ' Momoyama, Hinase (Art)']",GFantasy,8.32,249,1571,7194,139,2635
